,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
8091,319606396,SlikGear: the all-about-wearable-technology app,failed,Technology,Julia Machotka,San Francisco,5200,4363,51,20,Yes,1882.0,58,1,4.0,37.7776432037,-122.4472618103,California
8092,641327624,Steertube...Revolutionary New Watersport!,failed,Design,NextWave Watersports Inc.,Bellingham,125000,527,5,39,No,,41,1,0.0,48.7534160614,-122.4897193909,Washington
8095,208960487,Yuriko Miyake Original Musical CD,successful,Theater,YURIKO MIYAKE,New York,3300,3506,41,30,No,,552,1,0.0,40.706577300999996,-73.8823738098,New York
8097,565094862,Project: Rage The Card Game,failed,Games,Grey Mice Games,New York,10000,193,9,34,Yes,324.0,75,1,0.0,40.706577300999996,-73.8823738098,New York
8098,170120451,BLITZKRIEG!,successful,Games,Joseph Devens,Austin,870,991,37,29,Yes,363.0,53,2,0.0,30.326808929400002,-97.7589683533,Texas
8099,128939054,Adopt a Demon,failed,Publishing,Monica Knighton,Austin,6660,4240,94,27,Yes,361.0,357,9,37.0,30.326808929400002,-97.7589683533,Texas
8100,1747882227,Kris Olson is Building a Food Truck!,successful,Food,Kris Olson,Minneapolis,9844,12597,23,34,Yes,266.0,93,1,3.0,45.023744583100004,-93.2645683289,Minnesota
8101,461874654,CAN'T STOP | WON'T STOP,successful,Dance,Kim Cullen,New York,10000,11042,110,30,No,,310,1,3.0,40.706577300999996,-73.8823738098,New York
8102,1693997984,"THE OFFICIAL ""TURN BACK"" MUSIC VIDEO FUNDRAISER!",failed,Film & Video,"Saiah, Constantin Preda, & Rob Reider",Los Angeles,9750,1889,59,44,Yes,1435.0,346,1,0.0,34.018239975,-118.39637756350001,California
8104,994858360,Lang Dance Senior Show,successful,Dance,Judy Iocovozzi,New York,800,2145,55,24,Yes,848.0,195,1,1.0,40.706577300999996,-73.8823738098,New York
8105,646216062,Maren's Journey - A Modern Day Romance Novel,successful,Publishing,Tamara Mickelson,Placerville,300,475,14,29,Yes,301.0,97,1,4.0,38.743976593,-120.8055801392,California
8106,880482837,"""Through Thick and Thick"" - Strange Appeal",successful,Music,Strange Appeal,Binghamton,500,617,26,29,No,,160,1,3.0,42.0998077393,-75.9019508362,New York
8107,709735429,FICTION MAGIC: Card Tricks & Tips for Writers,successful,Publishing,Deb Lund,Greenbank,7500,9182,195,29,Yes,1743.0,686,1,20.0,48.084482193,-122.5917739868,Washington
8108,1891171372,Twisted Sister Fibers,successful,Crafts,Kathi Briefer-Gose,Bakersfield,1000,2416,47,29,Yes,909.0,190,1,2.0,35.358133316,-119.0338973999,California
8109,821131516,Dolphin & Whale Language Research Paper Funding,failed,Publishing,Reginald Smith,Rochester,2200,153,7,29,No,,3,2,1.0,43.1746616364,-77.610042572,New York
8110,808780067,PROJECT SUPERCELL,failed,Film & Video,Matthew Sniff,Oklahoma City,2500,95,6,29,Yes,241.0,58,1,0.0,35.4801235199,-97.5261650085,Oklahoma
8111,1836490273,FILM/TV's Most Badass: a Digital Painting anthology book,failed,Art,Steven Rand,Boston,500,5,1,44,Yes,853.0,0,4,0.0,42.3323383331,-71.04561996460001,Massachusetts
8113,1697638421,8-bit Music Postcard,failed,Music,Norwood Cheek,Los Angeles,600,461,22,29,Yes,975.0,24,2,2.0,34.018239975,-118.39637756350001,California
8114,554922904,Zai Lai Chinese Grille: Green Chinese Food,successful,Food,Edward Huang,New York,15000,15126,140,29,Yes,1146.0,643,1,4.0,40.706577300999996,-73.8823738098,New York
8115,529754387,The Technician,successful,Games,Tyler Clark,Torrington,1000,1235,41,30,Yes,56.0,48,1,1.0,41.8318061829,-73.11946487430001,Connecticut
8117,259765558,Baseball Highlights 2045 - New Card Game by Mike Fitzgerald,successful,Games,Gryphon and Eagle Games,Phoenix,10000,17867,394,26,No,,138,27,28.0,33.583984375,-112.1066093445,Arizona
8118,2115044676,COOL-MOUNT: Protect Your Self and Your SmartPhone!!!,failed,Design,Alex Babayev,Atlanta,17000,6299,182,44,Yes,363.0,28,2,1.0,33.813949585,-84.41580963130001,Georgia
8119,171850069,yOung american rOyalty ®,failed,Fashion,Young American Royalty,Las Vegas,300000,1,1,29,Yes,4042.0,3,1,0.0,36.1593837738,-115.1843681335,Nevada
8121,261641139,Facing Hell : DC,failed,Photography,Robert J Raymer Jr,Washington,15000,2844,32,29,Yes,238.0,317,1,0.0,38.9201526642,-76.9954147339,Maryland
8122,1796296290,SPECTRUM BELT- LED SAFETY BELT AND PHONE CHARGER IN 1!,failed,Design,Matthew Stoll,San Carlos,20000,1145,14,44,No,,23,1,1.0,37.511806488000005,-122.2850189209,California
8123,758329405,Slcbrainfungus Artist Collective KickStart Us!,failed,Fashion,Slcbrainfungus.com,Salt Lake City,5000,280,5,23,No,,3,1,0.0,40.7298851013,-111.8337440491,Utah
8124,123325542,Shea-Shea Sheananigans,failed,Publishing,Lana Schneider,Excelsior,10000,105,3,29,Yes,175.0,32,1,1.0,44.9061126709,-93.5599365234,Minnesota
8125,1686785753,Paradise Lodge,successful,Film & Video,Joseph Garrett,Los Angeles,5000,5162,51,24,Yes,696.0,230,1,0.0,34.018239975,-118.39637756350001,California
8126,734450354,MEGHNA DESIGNS: 2014 Luxury Fine Jewelry Line Launch,failed,Fashion,Meghna,North Chicago,10000,471,7,41,Yes,168.0,114,1,2.0,42.3273868561,-87.8685836792,Illinois
8127,886192799,HOLDEN ON,successful,Film & Video,Tamlin Hall,Los Angeles,33000,38858,344,25,Yes,846.0,2247,1,10.0,34.018239975,-118.39637756350001,California
8128,754745358,"SketchbookJack Presents: Island, Plough, Captain and Crow",failed,Publishing,SketchbookJack,Los Angeles,12000,2425,28,29,Yes,186.0,211,1,5.0,34.018239975,-118.39637756350001,California
8129,2145277187,Kinetic Couture's Summer Line,successful,Fashion,Marion Ray,San Francisco,5000,5015,44,29,Yes,816.0,412,1,1.0,37.7776432037,-122.4472618103,California
8130,1211811472,Chrissy Erhayel's Idiom Works T-Shirt Printing,failed,Fashion,Chrissy Erhayel,Jacksonville,500,45,3,22,Yes,498.0,38,1,1.0,30.340986251799997,-81.7019004822,Florida
8131,2127709042,Electric Sloth Gives Back!,failed,Music,Noah Kline,Isla Vista,2500,50,1,13,Yes,2136.0,8,1,0.0,34.3993396759,-119.85955047610001,California
8132,1345255455,What If You Lived Anywhere Else?,successful,Art,Benjamin Winans,Richmond,1500,1655,23,29,Yes,265.0,89,1,1.0,37.5063610077,-77.44802856449999,Virginia
8133,1963901621,Unaware,successful,Film & Video,Sam Furie,Orange,5650,5709,47,29,Yes,1100.0,205,1,0.0,33.8183193207,-117.8292655945,California
8134,364138881,Solar Illuminated Street Signs.,failed,Technology,Robert E Thomas,Fulton,86000,3504,22,29,Yes,45.0,34,1,1.0,38.8495922089,-91.95302581790001,Missouri
8135,1928359197,Breachworld RPG,successful,Games,Jason Richards Publishing,Dallas,7500,11090,283,29,Yes,558.0,272,1,6.0,32.832572936999995,-96.79934692379999,Texas
8136,1102380900,Custom Linx Customizable Image Bracelets (elasticity OSFA),failed,Fashion,Robert Payne,Clearwater,9999,10,1,29,No,,0,1,1.0,27.960998535199998,-82.7410621643,Florida
8137,1950226770,22 Feature Film,failed,Film & Video,Brooke Wilde,Chicago,5000,65,2,29,No,,16,1,0.0,41.8408851624,-87.72951889040002,Illinois
8138,1892185095,Robot Avatar Builder - Over 500 Parts!,failed,Technology,Joel Dusenberry,Durham,4000,25,1,32,Yes,152.0,24,1,0.0,35.9768333435,-78.91266250609999,North Carolina
8139,1526757640,Support us in our full-length show in May 2014!,successful,Art,Fou Fou HA!,San Francisco,10000,11649,163,29,Yes,2417.0,1342,1,0.0,37.7776432037,-122.4472618103,California
8141,1336443155,Pattern Play: a Zentangle Creativity Workout,successful,Publishing,Cris Letourneau and Sonya Yencer,Pickerington,5000,6136,150,20,Yes,548.0,520,1,3.0,39.9008350372,-82.7584838867,Ohio
8143,904883926,Yoncé > Yancey,successful,Fashion,Michael McGregor,Brooklyn,500,643,42,3,Yes,915.0,16,10,639.0,40.6455001831,-73.9613761902,New York
8144,1804255237,Geoff Knapp CD    SonFlower,failed,Music,Geoff Knapp,Roseville,1500,115,4,30,Yes,196.0,24,1,0.0,38.770181655900004,-121.28670501709999,California
8145,1809077197,After The Rain new music from Glen Delpit,successful,Music,glen  delpit,Fresno,3000,3751,54,29,Yes,1299.0,258,1,0.0,36.7866096497,-119.78099823,California
8146,960052296,"Yellowberry, changing the bra industry for young girls.",successful,Fashion,Megan Grassell,Jackson,25000,41796,1087,29,No,,4381,1,6.0,43.5032100677,-110.7199325562,Wyoming
8149,1630014767,Adventure Family™ A Travel Show Off the Beaten Path,successful,Film & Video,Me Ra Koh,Tacoma,30000,33416,254,16,Yes,3702.0,1630,1,1.0,47.2039070129,-122.4785957336,Washington
8150,2012205408,In My Own Words: The Parent's Journal for Their Children,failed,Publishing,Danielle Rivera-Eccles,Danbury,7000,25,1,23,Yes,127.0,27,1,0.0,41.391252517699996,-73.4699897766,Connecticut
8152,145502154,"""POT"" The Card Game",failed,Games,Nick Ryan,Idlyllwild-Pine Cove,15000,1873,55,29,Yes,211.0,307,2,1.0,33.7606964111,-116.70365524290001,California
8153,1944602444,INVENT IT -Awesome board game!   Invent-Build-Draw-Describe,failed,Games,Ross,Wolfeboro,40000,1676,23,29,No,,42,1,1.0,43.585624694799996,-71.19074249270001,New Hampshire
8154,60156284,Capturing Hope: Haiti (a photo book),failed,Photography,Patrick and Erin True,San Antonio,4000,856,12,29,Yes,194.0,14,1,1.0,29.4660415649,-98.50783920290002,Texas
8155,2053520836,"""Tell One Survivor"" Speaking Tour",failed,Publishing,Michael Carnes,Omaha,5000,130,3,24,Yes,520.0,22,2,0.0,41.2783527374,-96.0463943481,Nebraska
8157,1692394884,Weaving Generations,failed,Crafts,Matthew Cousineau,Montreal,4000,320,8,39,Yes,170.0,45,1,0.0,46.4330463409,-90.2364082336,Wisconsin
8158,385037249,"Cast a Light upon ""Emerson Wells In A Midnight Blue""",successful,Music,Emerson Wells,Nashville,5000,5000,31,29,Yes,736.0,86,1,0.0,36.1912117004,-86.7920761108,Tennessee
8159,72058848,Focus! Focus! Presents Wester: an album in 3 episodes.,successful,Music,Elly Swope,Los Angeles,4000,4002,61,29,Yes,900.0,265,1,0.0,34.018239975,-118.39637756350001,California
8160,1693985998,Project Sergeant Major Sings: Big Mama's first album!,successful,Music,Connie Brannock,Tucson,7500,7576,91,44,Yes,1085.0,618,1,2.0,32.1805992126,-110.8912467957,Arizona
8161,1072784889,River Road EP,failed,Music,River Road,Norco,2800,80,3,31,Yes,1042.0,55,1,0.0,33.928100585900005,-117.5662765503,California
8163,892829561,The 1941 Series - Historic Writing Instruments,successful,Design,Chad Schumacher,Chicago,12000,26689,182,32,Yes,728.0,102,7,17.0,41.8408851624,-87.72951889040002,Illinois
8164,525605074,A Romance Novel: Threefold Love Affair,failed,Publishing,Esther Riley,St. Paul,11000,195,6,29,No,,2,1,0.0,44.907003402700006,-93.0901222229,Minnesota
8165,765591520,The First Book Of Stoetry (Poems),failed,Publishing,Sidney A Tarrant,Las Vegas,8500,1,1,37,Yes,958.0,0,1,1.0,36.1593837738,-115.1843681335,Nevada
8166,1738212882,Beddy's beds. Where FASHION meets FUNCTION.,successful,Design,Betsy Mikesell and Angie White,Salt Lake City,100000,108868,289,39,Yes,594.0,5762,1,1.0,40.7298851013,-111.8337440491,Utah
8168,1023710182,Send Washington Master Chorale to Chorus America!,successful,Music,Washington Master Chorale,Washington,15000,16386,167,27,Yes,289.0,474,1,0.0,38.9201526642,-76.9954147339,Maryland
8169,916452467,NEW WORSHIP RECORD (10 New Original Songs),successful,Music,Josh Bramos,Plantation,12600,15440,72,29,Yes,578.0,462,1,2.0,26.1162776947,-80.27002716060001,Florida
8170,1336785167,"""The Royals Go to the Beach"" a children's book",successful,Publishing,Madeline Brindley,Conway,6000,6175,33,29,Yes,410.0,323,1,3.0,35.0813999176,-92.4442558289,Arkansas
8172,2141619777,"Help make ""Chattaboogie"" happen",failed,Film & Video,Rob Welborn,Chattanooga,4500,1378,12,31,Yes,370.0,392,2,0.0,35.0813941956,-85.2595481873,Tennessee
8179,2017609855,Coping With Comedy,failed,Film & Video,James Blame / Ryan Shoop,Eugene,7999,536,14,34,Yes,238.0,71,1,0.0,44.0585308075,-123.0980224609,Oregon
8181,1398100216,Kenosha Chamber Choir 100/100 Drive,successful,Music,Jennifer Cobb,Kenosha,1000,1100,16,42,No,,348,2,1.0,42.5966720581,-87.86183547969999,Wisconsin
8182,662154427,Whiskey Style & Form Poster,successful,Design,Daniella Valerio,Austin,800,4824,128,29,No,,118,1,2.0,30.326808929400002,-97.7589683533,Texas
8183,2114802282,Power your engine from wood smoke! Gasification,failed,Technology,Michael Robert Leister,Tacoma,10000,3854,24,29,Yes,49.0,192,1,0.0,47.2039070129,-122.4785957336,Washington
8184,1234067839,Matt Goodwin's Out of the Silo: Album & Graphic Novel,failed,Music,Matt Goodwin,Campbell,18750,1655,39,31,Yes,484.0,167,2,2.0,37.2867221832,-121.92958450319999,California
8185,161581432,Octogenarian wants to share her art with the world,failed,Art,Patricia Lusin,Murrieta,1500,66,5,29,No,,0,1,0.0,33.5657501221,-117.1983146668,California
8186,225185356,Wee Beasties: Bedtime - A Children's Bedtime Book,successful,Publishing,Jeremy Smith,Allen,2000,4122,115,29,Yes,164.0,545,3,48.0,33.1066074371,-96.675983429,Texas
8189,485063140,La Reine Boutique,successful,Fashion,Briana Roberson,Baltimore,500,685,13,23,Yes,2798.0,117,1,0.0,39.2856521606,-76.6201553345,Maryland
8191,184195296,The Art of Jason Lenox - Volume 2,successful,Art,Jason Lenox,State College,450,628,29,29,Yes,1252.0,95,5,27.0,40.79545784,-77.8642196655,Pennsylvania
8193,1100678148,New album by Jake McCoy,failed,Music,Jake McCoy,Chesapeake,1000,255,15,29,No,,82,1,0.0,36.701278686500004,-76.2830924988,Virginia
8194,542017941,Gravity Link smart pocket - Total convenience,failed,Technology,coal  kolivas,North Ridgeville,75000,175,3,29,No,,1,1,2.0,41.3874645233,-82.0187759399,Ohio
8195,1351258092,"Walk of Life, my debut piano EP",successful,Music,John and Abe Reuther,Hainesport,1400,1550,26,24,Yes,216.0,157,1,1.0,39.9907855988,-74.8194236755,New Jersey
8196,2063702513,Kitten Nightmare Photography Project,successful,Photography,Kitty Clark,Richmond,600,1284,42,39,No,,527,1,0.0,37.5063610077,-77.44802856449999,Virginia
8197,408216564,The Rangers,successful,Film & Video,Ron Newcomb,Prince William,50000,58406,577,32,Yes,2129.0,3820,1,32.0,38.6538658142,-77.3399353027,Virginia
8198,151265780,The Julius Quartet's Florida Residency,successful,Music,Byron Hogan,Tampa,2000,2000,32,8,Yes,1066.0,133,1,0.0,27.999587059,-82.4777145386,Florida
8199,1238095851,"""Midwinter"" Volume 1",successful,Comics,Kayla Swain,Omaha,5000,6025,82,29,Yes,250.0,430,1,9.0,41.2783527374,-96.0463943481,Nebraska
8200,1863101766,CHRIST's slave album release,failed,Music,Johnathan Hill,Huntsville,12000,140,3,44,Yes,1727.0,26,1,0.0,34.701335907,-86.6330795288,Alabama
8201,1297653223,Limited Edition Signed Marilyn Monroe Pop Art Poster,failed,Art,Sam Spade,Orlando,900,340,4,44,Yes,355.0,34,2,1.0,28.4906749725,-81.3569107056,Florida
8204,840324419,"Bicycle®, Comic Cards, deck of Playing Cards",successful,Games,Cobey Pile,Mesa,10000,14209,315,29,No,,40,7,19.0,33.428762435900005,-111.7342910767,Arizona
8205,1083784492,Distressed Couture - Urban Skating Clothing Company,failed,Fashion,Ricardo Anthony,Long Island,15000,46,5,29,Yes,358.0,121,1,1.0,40.852509000000005,-73.135849,New York
8206,58946615,Send Me Your Selfies!,successful,Art,Linda Sheets,Fayetteville,100,970,16,19,Yes,445.0,129,6,4.0,36.050920486500004,-94.19250488280001,Arkansas
8207,1897235309,Look to the Stars,successful,Music,Christopher Sidoli and John Thomas,New York,5000,5500,48,44,Yes,1049.0,127,1,0.0,40.706577300999996,-73.8823738098,New York
8209,33202529,"Aya Cafe ""The Social Lounge""",failed,Food,Aya Cafe LLC,Huntsville,10000,384,8,29,Yes,1.0,976,1,0.0,34.701335907,-86.6330795288,Alabama
8210,587979170,WATCH FOR THE CROWN,failed,Music,RTL-WATCH FOR THE CROWN,Puyallup,800,20,2,27,Yes,942.0,68,1,0.0,47.1803951263,-122.25290298459998,Washington
8212,1820842563,DUELYST,successful,Games,Counterplay Games,San Francisco,68000,137708,3578,31,No,,2990,1,35.0,37.7776432037,-122.4472618103,California
8214,2101971744,"""The Strange Case Of 1886"" - How We Became Modern America",failed,Film & Video,Stephen Gay & Anita Constantine-Gay,Watertown,4200,957,19,29,Yes,226.0,37,1,2.0,42.3612270355,-71.1897926331,Massachusetts
8216,1176019182,Sarah Scharbrough's NEW CD RELEASE!! Releasing summer 2014!!,successful,Music,Sarah Scharbrough McLaughlin,Nashville,15000,20318,155,38,Yes,2453.0,801,1,0.0,36.1912117004,-86.7920761108,Tennessee
8217,1396106186,Scott Avidon Glass Studio,successful,Design,Scott Avidon,New York,13850,15224,92,29,Yes,104.0,113,1,5.0,40.706577300999996,-73.8823738098,New York
8219,2062002974,Help Brooklyn artist Ryn B. create his debut R&B/Pop album.,failed,Music,Neil S.,Brooklyn,5025,11,2,29,No,,0,1,0.0,40.6455001831,-73.9613761902,New York
8220,129906918,Harmony Boom: The Adventure of the Mysterious Adventure,successful,Publishing,Never Knows HMC,Olympia,250,303,12,23,Yes,85.0,26,5,25.0,47.0505981445,-122.85388565059999,Washington
8221,1848892862,Better In The Wind - An American Journey,failed,Film & Video,Charlie Brumbly,Los Angeles,13300,2916,37,44,Yes,805.0,416,2,1.0,34.018239975,-118.39637756350001,California
8222,406831466,Slender,failed,Film & Video,Cody Sinclair,Los Gatos,5000,1507,13,29,Yes,295.0,120,1,0.0,37.2122173309,-121.97882843020001,California
8223,4302721,Sweet & Spicey,failed,Food,Sandy Williams,Rancho Cucamonga,2500,10,1,29,No,,0,1,0.0,34.127563476599995,-117.5713424683,California
8224,896794305,Got To Love Something: A Sheriff Gus Mystery,failed,Publishing,Dr. John D. DeSain,Redondo Beach,3300,605,3,30,Yes,102.0,7,1,7.0,33.8485240936,-118.3959236145,California
8226,882467020,Cafe on the Park,failed,Food,Regina Davis,St. Louis,7000,810,17,45,No,,14,1,0.0,38.6356201172,-90.3082389832,Missouri
8230,1095974925,Window Pods - The Perfect Indoor Garden,successful,Food,Ben Shope,Mountain View,5000,35370,726,44,Yes,1624.0,373,2,18.0,37.3964557648,-122.08143615719999,California
8232,793242990,The Deuce of Spades™ Outdoor Latrine Trowel,successful,Design,Mike Cecot-Scherer,Louisville,5700,13986,814,30,Yes,173.0,330,1,11.0,39.971435546900004,-105.15364074709998,Colorado
8234,1726351051,The Road to Artwalk...Begins with the First Step,successful,Art,Jonathan Harris,Birmingham,850,1000,14,30,No,,159,1,1.0,33.501335144,-86.7965354919,Alabama
8235,709222604,OUR MOCKINGBIRD Takes Flight,successful,Film & Video,Sandra Jaffe,Watertown,15000,18432,198,30,Yes,279.0,311,1,3.0,42.3612270355,-71.1897926331,Massachusetts
8236,823456752,"Katahdin Cabins Bakery - Sno-Balls, Muffins, Cookies & More",failed,Food,Skip Mohoff,Millinocket,1500,100,1,20,No,,0,1,0.0,45.6673374176,-68.7034568787,Maine
8237,1130703657,Ghost Plant! A stop-motion animation/live action short film.,successful,Film & Video,Amanda Pflieger,Chicago,1200,1200,26,25,Yes,881.0,150,1,0.0,41.8408851624,-87.72951889040002,Illinois
8238,1665942547,The Allo: The World's First Speaker-Bike Mount Combo,successful,Design,Benji and Ron Miller,Santa Monica,24500,24639,156,35,No,,536,1,2.0,34.0253353119,-118.4950408936,California
8240,2133264472,CL81 - an 8X10 sheet film processing reel,successful,Photography,CatLABS,Boston,5500,7387,45,28,Yes,152.0,274,2,9.0,42.3323383331,-71.04561996460001,Massachusetts
8241,1261896773,HD^2 Worlds First High Definition and Heavy Duty 3D Printer,failed,Technology,Ryan O'Donaghy,Syracuse,89000,17698,25,30,Yes,407.0,135,1,2.0,43.041278839099995,-76.1411743164,New York
8242,1141113213,Lords of Tyberis,failed,Games,Jarret Herrmann,Manassas,6400,126,7,28,Yes,108.0,4,3,1.0,38.764736175500005,-77.4737701416,Virginia
8244,1395234214,"CANOOKS Comedy  Web Series from ""Those Damn Canadians""",successful,Film & Video,Sara Botsford and CB Brown,Studio City,29000,31100,153,30,Yes,393.0,329,1,46.0,34.1381549835,-118.3918037415,California
8245,1295325110,The Industry (Exposed),failed,Film & Video,The Industry,Chicago,1200,85,2,40,No,,78,1,0.0,41.8408851624,-87.72951889040002,Illinois
8248,178649547,"Lawn Battleship: ""The Battle is on the Lawn""",failed,Design,Cody Jarrett,Herriman,25000,4469,35,32,Yes,591.0,272,1,3.0,40.5024356842,-112.04256439209999,Utah
8249,15324094,Black Diamond,failed,Film & Video,Ajiri Jude Akpolo,Savannah,2500,1115,12,30,Yes,837.0,51,1,0.0,32.049282074000004,-81.0989532471,Georgia
8250,669246780,The Homebrewer's Pantry - A Local Homebrew Supply Store,successful,Food,Thomas and Melissa Lucas,Conway,3000,3021,52,30,No,,338,1,2.0,33.8326072693,-79.0600624084,South Carolina
8251,2082618571,The Nile Ran Red.,successful,Games,smallboxgames,Stockbridge,10000,14679,391,15,No,,187,4,6.0,33.5366706848,-84.237033844,Georgia
8254,120958585,"""The Painter"" Fashion Collection",successful,Fashion,Cedric Brown,Atlanta,1500,1510,14,25,Yes,928.0,73,1,1.0,33.813949585,-84.41580963130001,Georgia
8255,1983113806,Costume our Fiddler!,successful,Theater,Riverside Repertory Theatre,Riverside,1500,1718,11,21,No,,71,1,0.0,33.927299499499995,-117.38409805299999,California
8257,453568752,Handmade Bedroom and Pillow Mist for the Youth Market,successful,Fashion,Jim Keil,Freehold,1500,1650,17,30,Yes,98.0,38,1,0.0,40.2423057556,-74.2863731384,New Jersey
8258,1881484854,Dead Man's Trail - coming to PC/Mac/Linux and mobile,failed,Games,Chris Totten,Washington,50000,3211,132,30,Yes,805.0,331,1,47.0,38.9201526642,-76.9954147339,Maryland
8259,1294469119,Moment by Moment Cast Album,successful,Theater,Alexander Sage Oyen,Manhattan,3000,3209,73,31,No,,255,1,0.0,40.7629089355,-73.969039917,New York
8261,927164323,The O.Z. | Creating a New World,failed,Comics,ProtoRobo,San Francisco,36000,1162,31,36,Yes,3.0,46,1,1.0,37.7776432037,-122.4472618103,California
8265,1900640500,Goat Rocket: Season One,successful,Theater,Sophie and Phina Pipia,Port Townsend,2500,2991,72,30,No,,105,1,0.0,48.1278896332,-122.7750473022,Washington
8267,1310368303,ANIMALOOZA's SCHOOLIMALOOZA,successful,Theater,Shane DeRolf,Boulder,1000,1281,26,14,Yes,496.0,411,3,4.0,40.035774231,-105.2821121216,Colorado
8268,2119022253,"Smooth, Funk, Fusion Jazz music CD",failed,Music,Melvin Quinones,Miami,20000,108,6,30,Yes,286.0,9,1,1.0,25.788707733200003,-80.25025177,Florida
8269,873366560,PIRATE DEN: a pirate-themed bluffing game,successful,Games,"Gamesmith, LLC",Los Angeles,25000,39353,697,31,No,,1240,5,24.0,34.018239975,-118.39637756350001,California
8270,661491487,The Litography Project,successful,Journalism,The Litography Project,San Francisco,19200,23001,240,30,Yes,1276.0,1020,1,13.0,37.7776432037,-122.4472618103,California
8275,1467726280,COBURN Jr. – iPhone stand,failed,Design,Levi & Eric - FINEGRAIN,Provo,2000,1536,85,29,Yes,842.0,276,3,2.0,40.258039474499995,-111.6535491943,Utah
8276,1080560991,Light House at the Invisible Dog,successful,Dance,Anne Zuerner,Brooklyn,5500,6026,106,30,Yes,753.0,184,1,3.0,40.6455001831,-73.9613761902,New York
8277,1519195571,Fleur-De-Lis Academy of Ballet: New Studio Creation!,successful,Dance,Ariadne Conner,Louisville,12000,12373,33,20,Yes,606.0,194,1,1.0,38.2288703918,-85.7293777466,Kentucky
8278,1894649897,A Druid's Duel: Whimsical Turn-based Strategy,successful,Games,Kris Szafranski,Minneapolis,7000,7781,226,30,Yes,198.0,413,1,14.0,45.023744583100004,-93.2645683289,Minnesota
8279,1697330688,Mute,failed,Comics,Frank Cvetkovic,Cleveland,7000,3066,151,29,No,,452,1,16.0,41.5018901825,-81.6546592712,Ohio
8281,648781532,Help us make a new record!,successful,Music,The Washers,Houston,14000,14901,93,30,No,,327,1,0.0,29.8564939499,-95.4170608521,Texas
8282,22603279,"""Are You Afraid of the '90s?"" the short film",successful,Film & Video,Kate Moran,New York,5000,5518,137,25,Yes,655.0,486,1,3.0,40.706577300999996,-73.8823738098,New York
8283,1106056491,Angry Chef Brand Hot Sauce,successful,Food,Douglas Alexander,Washington,6000,8185,239,30,Yes,105.0,397,1,1.0,38.9201526642,-76.9954147339,Maryland
8285,1675648229,Insight: Smarter Tech for the Smarter Athlete,successful,Technology,BSX Athletics,Houston,50000,121897,548,32,No,,934,1,0.0,29.8564939499,-95.4170608521,Texas
8286,132328984,Cody Jacobs - Acoustic EP,successful,Music,Cody Jacobs,Nashville,3000,3940,51,30,Yes,764.0,391,1,3.0,36.1912117004,-86.7920761108,Tennessee
8287,403982405,Making a Record with Billie in the Woods,successful,Music,Emily Kate Boyd,Chattanooga,15000,15592,75,30,Yes,2126.0,584,2,7.0,35.0813941956,-85.2595481873,Tennessee
8290,799389994,Western Wilds: An International Book Arts Collaboration,successful,Art,"Wirral Met College BA Fine Art, UK.",Yellowstone,500,1156,52,25,No,,174,1,1.0,42.7820472717,-89.9623222351,Wisconsin
8292,196902333,PeriAreion,successful,Games,TBA Games,Orlando,3000,6212,426,30,Yes,108.0,128,1,3.0,28.4906749725,-81.3569107056,Florida
8294,1048313957,(UN)Cozy with my Toe-sies (Children's Book),failed,Publishing,Michael Klein,Columbus,5000,325,7,30,Yes,1103.0,109,1,0.0,39.9959201813,-82.9749565125,Ohio
8296,1557667451,DOC UNKNOWN: Winter of the Damned & others (graphic novel),successful,Comics,Fabian Rangel Jr,Corpus Christi,5500,12250,368,30,Yes,1206.0,798,2,13.0,27.730249404899997,-97.3974189758,Texas
8297,214789278,"""Our Streets"" Music Video",successful,Music,Stokeswood,Atlanta,8000,8150,103,32,No,,759,1,0.0,33.813949585,-84.41580963130001,Georgia
8299,1498506235,Tutus & Technology: Nutcracker Hacked by Brooklyn Ballet,successful,Dance,Kai-Ti Kao,Brooklyn,10000,10051,136,30,No,,371,3,12.0,40.6455001831,-73.9613761902,New York
8300,1928362271,The Light & The Dark EP - 7 inch vinyl,failed,Music,Jeff Hayes,Portland,800,515,15,30,No,,110,1,5.0,45.538421630900004,-122.666431427,Oregon
8301,1015474687,Long Road,failed,Film & Video,Shane G Pierce,East Beckley,2200,230,7,30,Yes,367.0,22,1,1.0,37.769039,-81.17201999999999,West Virginia
8302,124506253,TYPE CAST : The Web Series,successful,Film & Video,Celine Dayan-Bonilla + Brisa Freitas,Astoria,5500,5862,97,30,No,,426,1,0.0,40.7683944702,-73.9034194946,New York
8304,824420410,"""Lulu's Day at the Beach""",successful,Publishing,Elizabeth Lisa Dale Wimmer,Richmond,800,1189,53,30,Yes,447.0,278,1,0.0,37.5063610077,-77.44802856449999,Virginia
8305,1026625473,Prints for Paint,successful,Art,Alicia McCarthy White,Los Angeles,300,381,9,30,Yes,268.0,0,2,0.0,34.018239975,-118.39637756350001,California
8308,1135296844,Bring Your Dick To The Table,successful,Art,Holly Wilson,Mustang,11250,13449,193,30,Yes,1.0,2062,1,2.0,35.3881111145,-97.7306480408,Oklahoma
